codigo,pir
1100106003002,BwB0B5BuBjBVBKBDA6AwAhAdAdANAIAKAEADABBtBxBwBsBaBWBNBDA3AvAgAeASANAIALAEABAA
1100114003001,BNBZBrBmBfBbBUBIBCA9AtAoAVAdAQANAHADAABNBdBjBjBbBdBUBJA+A0AtAiAWAcAPAHAFADAC
1100114003002,BPBZBeBfBkBkBXBIBDA2AtAeAUAYAOAKADACABBWBXBhBiBiBmBbBOBEAzAmAoAZAQAQALAFAFAB
1100122003001,BNBNBcBfBkBeBTBGBAA+AxAvAhAJAKAGAHADAABFBQBPBeBoBgBdBNBFBEAyAyAVAcAMARAFAGAA
1100122003002,BVBUBYBdBkBgBWBJBBA6AoArAaAOAUAFACAAACBIBSBaBjBpBoBZBNBHA9A3AiAeAPATANAEABAB
1100122003003,BcBVBdBjBiBVBTBOBHBAAtAhAUAMALALADADAABPBUBXBoBjBlBbBTBLA/AiArAZATAQAHABACAA
1100122003004,BbBhBjBkBkBkBPBHBEA3AiAkAUAPAFALAEADAEBUBWBmBmBkBjBaBTBDA3AoAjASASAOAJAEAAAB
1100122003005,BTBdBgBkBbBgBUBJBEA8AzAkAeAdASAPADAAADBVBWBfBeBYBZBQBKA+A4AyAfAaAXAOAJACAEAF
1100122003006,BHBPBZBgBhBcBSBIBIBAAxAlAYAVALAKADAEABBHBNBZBmBqBkBYBQBOBAA9AgAXARAPAJAGAFAB
1100130003001,BfBqBsBmBZBdBcBKA/A2ApAjAWAQAYAGAFADABBdBeBpBkBfBkBYBGA9AwAgAhAVAQAFAKABABAA
1100130003002,BdBtBzBwBaBWBRBHBJA/A5A5AlAeAOAFAEAAACBXBeBtBbBIBKBFBBA3A1A5AaAYAJAFAJAAAEAA
1100148001001,BFBWByByBZBYBXBOBGA9AzAkAiAaAQANAHADAABLBXBfBpBUBTBRBOA7A1AvAmAeAPAQAIAFABAB
1100155003001,BOBXBeBlBeBYBOBDBDBBAxAkAfAUAKASAFAAAABPBXBiBnBaBeBUBHBKA8A0AhAfAUANAMAIACAB
1100155003002,BJBSBkBeBiBdBPBGBCBAAvAgAeARARAOAIACAABJBSBdBhBjBgBTBOBKA+AwAkAXAeAUAMAIACAB
1100189003001,BFBWBgBgBnBcBUBEBCBCAwApAUAbANAGANAAAABABMBeBlBgBhBYBOBOBFA7AaAUAZAMAPAGAEAA
1100189003002,BWBYBnBpBsBcBRBIBBA4A1AgAWAaAOAMAEABAABUBaBdBhBgBaBRBIBDA9AzAaAVAXAIAFAGAGAC
1100205004001,BfBbBvBsBsBqBWBBA9A7ApAbAXAHAJAFAAABAABZBiBjB2BuBhBVBFBDA5AoAYAQALAIAEACACAA
1100205004002,BrB5B3BkBYBZBTBGBEA8AwAhAdAQAHAHAEAAAABzB1B0BeBNBcBMBCA0ArAeAgAMAMALABAFAAAA
1100205004003,BnBeBxBTBpCDB3B8BABOBHBIAbAGANACAAAEAAA6ApAiBXBnB5BSA8AsAwAjAcAVALAHAIADAAAA
1100205004004,BXBaBqBeBnBmBaBLA/A8AxAUAZADACALACAAAABVBeBnBpBrBoBeBSBHA9AuAWAUAGALAEABACAA
1100205004005,BbBfBrBmBqBeBZBMBCA4AoAZAOAMAGACAEACACBcBaBwBtBjBjBlBRBDA1AlAbAQALAKACABAAAB
1100205004006,BkBmB2BzBtBcBSBIBBAzAbAiANALAIAEAAACABBaBgBwBoBoBdBeBTBEAyAeAbAYADAKAEADAAAA
1100205004007,BJBJBgBoBnBdBQBKBUBGArAfATAIAHACAFACAAA8BNBYBmBuBcBZBdBcBTA1AgAXAPAKAHADADAA
1100205004008,BnBkBtBmBuBuBXBKBAAwAlAcASACAGAFADABABBSBjBuBgBuBpBdBPBAAuAqAXATAIAGAIADADAA
1100205004009,BJBKBaBlBuBqBTA9BJBBAzAmARAQAHAGADABACBFBKBZBjBzBpBfBRBIBGAzApAaAKAKAHAJAAAA
1100205004010,BJBGBXBdByBoBUBFBEA7A2AfAVARAOAJAEADABBIBFBYBmByBrBXBTBFA3AxApAdATAQAJAMACAB
1100205004011,BMBRBjBkB2BjBaBJBDA1AnAcAUAOAMAJAEAGABBIBJBeBmB6BmBcBPA+A5AqAjAiAOAIAJANACAD
1100205004012,BrBoByBuBnBjBTBGA9AxAhAeASAPAFAEAHABABBpBpBwBrBqBgBUBIA6AvAdAbARAHAGADADAEAB
1100205004013,BmBoBwBrBqBgBZBDBBA4AvAUAQAMAMAFAGAAADBhBjBnBqBqBbBUBGBEA0AhAZAWAMADADABAAAB
1100205004014,BFBIBQBTBsBjBdBKBEBGBEApAbAIALAFACABABA/BBBRBYBtBuBkBSBQBOA+ApAUASAJAGAFAAAC
1100205004015,BMBOBSBUBsBnBhBNBGA4A5AhAVAPAJAIAEABACBIBNBYBaBvBzBoBUBGA8ArArAcAOAJAHADADAA
1100205004016,BABCBNBTBxBxBiBQBHA5A1AnAgARAHAHACAGADBBA+BLBcB9BzBdBNBHA+A2AlAhAPARAMACAEAC
1100205004017,A8A6BOBXByBqBfBSBIBAAlA5AiATAJAHAGAAAEA9BCBLBRBwBtBgBRBDA9AxA6AjATAQAKAGAGAD
1100205004018,BQBOBaBiBoBkBWBDBCA7A1AhAVATALAHAIABAABJBRBaBgBmBkBZBKBGA/A2AkAhASARAMAIAGAA
1100205004019,BLBFBVBZBpBpBbBLBCBAAxAqAgAPANAEAGACAABCBCBUBVBqBqBfBSBIBCBAAlAbAdAGAIAIAFAC
1100205004020,BKBfBtBqCnChCGBcBIBCAzAuAhAZAPALADABADBKBWBgBJBAA+A2AwApAlAgAYAPANAJAFACACAB
1100205004021,BUBYBaBiBuBoBaBGBDA9AuAeAQALAGAEABABAABSBPBgBiByBtBbBMBOA9A2AeAYALAJAEACABAB
1100205004022,BaBgBqBlBsBpBaBLBCA5AlAeASAPADAIACACABBdBeBmBqBvBmBeBNBCAwAhAaAPAGAJAHADABAA
1100254001001,BGBTBiBoBVBUBKBEBGBAA8AoAmAdAUAQAHACABBKBUBZBhBTBTBMBJBEBBA3AsAhARARAPAIACAC
1100262001001,BdBoBlBSBKBbBQBSBMBKA2AxAnAUAcAEAJACAEBKBXBrBcBSBWBMA8A8BBAnAbAcATAPAIAJAAAA
1100288003001,BWBZBhBkBhBXBRBLBCA6AuAiAnAIAQAIAIAFAABIBVBiBlBmBjBXBNBCAzAmApAeATAPAIAGACAF
1100288003002,BDBWBbBlBjBYBUBMBHA8A0AdAZAVAQAMAHACACBIBPBZBjBlBkBXBSBMA7AuAmATAcANAMAHACAB
1100296001001,BLBRBmBmBcBTBOBMBNBIAqAxAYAgAVAPALADAABGBJBYBmBRBQBNBOBMA8A4AkAYAcAUAGAJABAB
1100304003001,BOBaBdBdBkBiBTBIBGA+AyAdAbAOAMAGAJAAAABJBUBhBnBqBfBbBOBIA8AxAdAaAOALAPAEAGAC
1100304003002,BmBmBqBhBoBjBbBJBEAzAlAXASARAKAGADABABBeBeBoBnBlBlBYBLBBA1AhAaATAQAJAEADACAB
1100304003003,BGBPBWBaBgBdBQBMBIBEA6AhAXAWAOAKAHADABBIBMBXBdBkBiBcBUBKBAA/AfAcAWARAIAFACAB
1100320001001,BWBkBuBqBcBYBUBLBIA+AsAnAcAWAPAJAEACAABTBcBsBrBZBaBSBIA6AxAqAeAaANAMAHABABAB
1100338001001,BkByB0BgBXBZBZBJBEA8AsAiAWASAJAMAHACAABjBtBxBiBUBbBTBFA3AtAkAfAPATAHABABABAA
1100346001001,BOBZBsBsBUBTBMBFBMA+A3AsAdAZAVAMAIAEAABNBXBfBnBTBSBTBFA/A5A0AkAUAcATAJADABAA
1100379001001,BVBkByB5BUBRBQBQBKA/AmAtAiAVAPAGAFABAFBWBmBjBiBUBSBSBJA6AwAqAeAXATAJAFAIAAAB
1100403001001,BRBnB2BlBUBSBTBSBLBCAzAlAiASAPAMAIACABBTBiBuBgBQBPBMBNA9AuAsAfAZAUALAHADABAA
1100452003001,BeBkBmBlBfBgBeBMBEAzAuAbAaARAJAFACAAAGBeBiBpBsBhBpBYBIA9AsAkAbAPAOALAEADADAA
1100452003002,BbBrB3BjBZBYBWBPBIA5A2AjAiAVAKAQAAAAACBTBtBrBfBSBWBRBEA0AyAoAlAUAPAMACAAABAA
1100502001001,BNBXBlBzBUBDBRBPBJBHA+AkAkAeAaAJAEAEAABJBOBkBiBLBTBPBNBDA3AqAtAcAXAUAHAGAAAB
1100601001001,BRBfBpBiBNBUBMBRBLA4AxAtAgAbAgAMAGABABBVBmBtBdBVBTBUBFA7AyAnAqAYAWALAFADACAA
1100700001001,BfBvByBqBWBgBMBOBQA7A7AlAeARAPAHABABAABhBpBsBeBPBRBSBEA2AxAqAeATALAGAEABAAAA
1100809001001,BiBtBwBjBcBaBTBGBBA4AzAnAfARALAJAGADADBfBlBuBjBYBbBPBBA4AwAmAgAaAMAFAHAEACAB
1100908001001,A+BSBrBbBKBSBPBSBLBFAvAmAvAuAaALAEACAABJBXBnBsBOBHBFBOA8A+AtAyAnAOATAEAKAFAC
1100924001001,BfBmByBtBYBjBhBOBGA8A1AhAXAUAPAGABABABBcBhBoBfBYBdBRBIA7A1AeAaAVANAHAFACAAAB
1100940001001,BnBzB0BrBWBjBYBOBMA1AsAnAcAPAJAFACACACBgBsBuBkBRBeBVBDA1AsAiAZAOAMAGACACAAAA
1101005001001,BDBfB0BmBeBVBMBHBKBEAsAsAkAYAYALAIADABBTBjBmBnBOBQBNBEA9AzAsAoAYAXAPAIABACAB
1101104001001,BtBmB6BwBRBPBOBJA/A7A8AnAcAcANANAEABABBWBfBvBgBOBNBNBFA5AzArAeAaARALAFACABAC
1101203001001,BWBgBsBsBaBHBJBRBQA7AyAfAfAXAUAJAEAEABBSBYBuBuBcBNBNBSA9AtAoAlAWAWATAEAGADAA
1101302001001,BNBkBoBpBSBVBTBKA/A6AwAkAiAQAVAUAIAEACBJBjBtBlBXBWBOBGA5AzA1AiAWAcASAHAHACAB
1101401001001,BbBrB6BmBQBSBSBLBIA4AyAmAeAYAWALADADABBSBjBqBgBPBaBRBDA1AzAoAlAYAWALAGABADAB
1101435001001,BPBjB/B8BXBQBPBQBFA9AzAnAeAZAQAHAKAEAABOBRBgBwBMBSBQBGA5A2AoAjAaARALAKAEADAB
1101450001001,BgBfB1B0BcBbBMBPBMBBAqAxAeAZAWACACADAABZBgBaBgBcBWBEBAA+A1AkAhAaALAIAHABABAC
1101468001001,BjBrBzBlBOBJBJBSBLA7A4AgAkAiARACAIADACBiBfBpBTBSBIBbBPA9AzAfAnAUATAHAHAEAAAF
1101476001001,BFBfB0BjBRBXBSA+BJBLAsA4ApAbASAMAFAHADBABTB1BRBIBLBRBLBCA3AtAsAPAeAVAHAHAHAA
1101484001001,BGBSBgBcBJBPBYBFBPBFA1A4AnAgAaALAHAFAABBBTBjBfBNBYBTBMA+A6AyArAcAcAOAQADADAD
1101492001001,BdBqBzBqBeBaBSBRBBA4AuAkAgAPAQAIAEACAABbBeBuBmBYBTBWBGA6AxAlAeAaALAJACAEACAB
1101500001001,BNBsB1BvBbBSBSBLBHA/AxArAYASAPANAEABACBRBhBrBtBTBSBMBKA+AzAsAdATASAIAJADACAA
1101559001001,BGBTBsBsBjBeA+BDBMBHAxAjAvAOAXAQALADADBLBPBmBiBOBIBUBHBAA9AsAfAhAeAPAOAKAAAA
1101609001001,BTBeB0BqBRBYBTBNBBBHAvA1AfAZAUALAEAEABBPBhBnBfBFBSBRBGA3A2AtAkAcAUANAIAAAFAA
1101708001001,BQBeBsBoBZBVBVBGBBA7AyAyAiAZATALAIABACBLBUBeBkBdBWBKBHAzA5AxAsAeAZALAGAFADAB
1101757001001,BhBkB1BnBRBUBSBEBHA/A3AxAgAYAQAMAFACAABMBkBlBiBNBWBOBCA3A1AsAiAYAWAQACADAAAB
1101807001001,BMBSByBtBRBVBMBIBOBDBHAcApAUARAOAGAAAABIBYBmBnBUBUBSBIA9A3AqArAZAWANAIAIADAA
1200013001001,BmByCIBrBUBTBOBHA5A2AlAsAgAXANALAEABAABmBvB7BmBNBUBOA8A5AsAfAfAUAKAGAJADADAA
1200054001001,CAB4BuBoBcBdBPA9A1AqAoAaAcAJAQAJADAFAAB3B3B3BuBcBWBKA+AwAkAgAZAQARAIAIAJACAB
1200104001001,BoBvBzBtBfBSBTBFBBAwApAeAUAVATANAFABAABYBoB0BmBdBUBPBFA4ArAhAeAWAVAPAEAFADAB
1200138001001,BrB6COBoBTBRBbBDA8AuApArAeAZAOAJAKABABBfBsBxBdBWBRBOA0AvAmAiAlAZARAHAEAEACAB
1200179001001,ByCBCNBqBMBLBGBABFA2AsAjAlAPAPAIAEAAABBZB2CJBgBJBGBHBHAwAsAiAeAUARANAFACABAC
1200203003001,BeBvByBqBhBZBUA7AxAlAYAiAWAaALAGAEABAEBnBjB5B5BqBrBOBAA0AnAfAmARASAKAIAGACAG
1200203003002,BoBwB6BqBiBoBSBEAwAmAfAXATAPAIAHAGAFAABkBpB5BwBkBjBSBDAxApAtARAVARAJALAGACAB
1200203003003,CHCKCNBxBgBVBKA3AqAiAaAYAPAOAKAHAFADAAB8CICMBtBcBRBEA3AnAhAeATARATAGAHADADAC
1200252001001,BmBvBvBpBcBTBMBJA8AxAqAaAcAVAMALAFADAABjBkB0BsBdBeBRBBA6AvAjAbAWANANAIAGADAC
1200302001001,CFCLCPBwBlBOBFA5AxAnAdATAXANAIAIAGACADCJCKCHBrBZBOBAAyArAdAbATAQAPAHAEADADAD
1200328001001,CvClCfBzBkBMBCA1AnAdAOAWAGAGAEACADADABCvCoCUBtBSBJA5AqAdAWAQANAKAFAEABADACAB
1200336001001,B+CDCMBwBhBZBNA8AsAjAeAYARAUAOAGADADABB6B8CEBqBXBaBEA4AoAiAiAXAWAKAHAIADAEAA
1200344001001,CDCPCYB1BeBVBMA7AxAkAhAaAUAOAPAHAEADABCAB9B/BlBSBRBEA2AnAhAfASALAMAJAHADACAC
1200351001001,CiCjCgCCBeBVA+A0AnAcAZANANAIAFAHABABABCfCbCQByBUBQA0ArAbAbASAOAKAJAGADACAAAC
1200385001001,BvB8B3BwBVBQBIBAA7AzAsAjAdAWARAJAGAEACBmBvCCBdBPBKBHBCA0AuAhAgAUASALAIAFACAB
1200393001001,CnCmChByBZBOBEA2ApAZAaARAGAIAGAOAFAAAACdCnCeBcBNBIA8ArAgAXAWAPAJAPAEAFADAAAA
1200401005001,BiBrBqBlBfBeBWBBA4ArAjAWAPASAPAJABACADBjBnBtBnBnBoBdBIA5AvApAXAYAQAPAHAIAFAB
1200401005002,BJBNBUBVBcBhBVBCA7AyAvAoAbAWAMAKAGAEAABLBKBUBeBnBwBeBMBGA9A+ArAgAeAVATAJACAD
1200401005003,BkBoB0BmBfBdBUBIA9ArAgAVAPAKAJAFACABACBeBmBzBwBnBpBkBSBCAvAiAXASAJAKAFAFABAC
1200401005004,BRBUBdBgBnBhBRBFA8A0AuAfATAMAJAEAFACABBNBQBiBqByBsBfBPBKA/AxAoAXATAMAGAEAEAE
1200401005005,BYBdBlBcBfBhBYBHA7AsAoAdATAMAKAHADAEABBaBaBmBjBqBsBlBQBDA0AuAkAYARAMAIAFABAC
1200401005006,BeBqBxBpBpBcBTBDA1AmAhAXAVAOAKAIAFACABBcBmByBxBrBmBdBFA8AtAhAhAVARAMAFAEADAF
1200401005007,BqBsB8BjBaBhBSBHA/AtAeAcAQAMAIAIAFACACBgBnB0BuBkBlBfBJBAAoAjATANARAKAHAFACAB
1200401005008,BeBpB4BkByB2BeBJA8A1AnAqAgAWASALAFADAABfBjBsBaBXBQBJA1A1AoArAUASATAJAHACABAB
1200427001001,CJCaCUBuBdBSBIA9ArAlAYAZAVAPAIAEADABAACFCTCQBoBOBVBFAzAjAdAUAWANALAIAEACABAC
1200435001001,CyCoB7BuByBcBKAvAiAbANATAPAJAAAAACAAAACxCfCEBkBdBTA8A0AfAWAcAGAVAGACABACAAAA
1200450001001,BnBxB4BlBZBWBLBHA7AvArAgAVAVAWAKAHADABBeBrB1BmBXBWBKBCA0AuAsAdAaAWAKAGAGABAB
1200500003001,ByB5CAByBqBfBQA9AxAqAiAdAUASAHAKAHACACBnBwB5BsBgBYBMA5AtAkAcAcAUAQAKAGADAEAE
1200609001001,CMCPCPB2BbBVBCA0ArAkAZAYASAOAMAIAHACAECKCOCFBuBVBMA+AxAoAgAVAZARANAIALAEACAB
1200708001001,BjBxCABuBbBYBHBGA5AsAkAmAiASAMAIAKAEACBiByB3BlBTBPBMA7A0ArAjAbAVAUANAOAJACAB
1200807001001,BrB+CJBuBMBLBOBBA7AyAhAuAiARAWAIAGAEABBeBvB5BgBVBKBKA+A5AnAcAkAZARAKAKAFAAAB
1300029001001,CjCgCHB4BhBPBGA1ArAjAaAYARAPAJAGABADAACXCYCGBtBTBGA8AsAiAbAaAOAOAKAHAHABACAC
1300060001001,CLB4COBwBqBOBMBDAxAoAYAbAQARAKAFAFACAACDB1CHB0BnBPBJAzAkAgAbARAOAOAIAIADAAAB
1300086001001,B6CFCRB1BoBYBSBDA0AtAaAWATAUAPADAFADAABqCGB8BoBYBSBDA3AmAhAYAWAJAQAOAIAEADAB
1300102001001,B/CBCLB1BkBSBPBBA1AoAaAZAOATAOAFAHACABBvB7CGBxBXBUBIA8ApAkAZAQASALAOAHADABAC
1300144001001,BaBmB0BlBqBfBfBMBCA6AvAnAdAVAHAGAFAAACBdBmBzBeBoBhBQA7AzAxAhAbANALAFAEACAAAA
1300201001001,COB9CCCAB2BbBFA5AuAmAYAWAMAPAHAKADABAACMCCB3B8BnBVBCA4ApAfATAQAJANAIAAADACAA
1300300001001,CACKCMBzBXBMBGA4A1AvAkAcAXAUALAKAHAHADCACCB/BlBQBGA9A2AqAlAeAWAPAUAJAFAEADAE
1300409001001,BmBwCGB4CBBxBPA7A1ApArAYAZAUAKAHACAAABBoBsB/B1BrBYA6AuAnAhAlAPAUAOAJACABAAAA
1300508001001,CPCaCSB4BVBMBAA3AqAnAgAZATARAIAKAEAFACCRCUCLBoBHBBA5AsAnAhAZAUAQAPAOAFAFAEAG
1300607001001,CRCLCEB3BiBSBCA0AtAkAcAYASAVAHAJAHABADCZB/B6B1BhBMA5AzApAgAbATANAKAKAJAFABAB
1300631001001,CbChCNB2BaBLA5A4ArAlAeAbAUAQAJAIAHABABCRCXCNBoBPBHA3ApAlAhAUAXAPAMADAHAGABAD
1300680001001,CFCRCTB+BeBTBGA5AsAoAjAZAWAMANAFABACAGB7COCOBqBTBHA7AvAkAjAYAYAKAPAIAGACAFAB
1300706001001,BzB9CDB2BiBVBLBAA1AqAgAhASAYAMAJAEADACBxB1B7BpBUBQBGA8AuAlAgAaAXAQAMAGAGABAC
1300805001001,CHCICHB9BdBZBFA3AtAlAdAcASAUAGAKAFAEAECJCCCBBvBaBPA/AvAmAhAbAWANAMAIAHAEAEAC
1300839001001,B/B8CPB3BgBbBSA+A0AjAkAbAdARAJAHACABABB5CDCBBqBbBPBBA3ApAeAeATANAJAKAGAFAAAB
1300904001001,BoB0B5BlBiBkBlBEA6A6AnAjAZASAXAIADACABBfBrByBkBZBVBJAzAuAuAhAcAVASAGAEADAAAC
1301001001001,CCCLCVB7BiBMBCA1ArAnAdAZAUAPAJAGADADABB/CICPBxBYBLBBAyAtAiAYATAPAOAIAGADADAC
1301100001001,BvB9CFBoBXBRBTBDA6AvAqAdAXAVAKAKADACABBvB5CBBmBWBVBOA7AxAjAkAWASANAIAHABACAA
1301159001001,BoBzB/BuBaBLBJBMBGA3AnAlAdAZAPAHAGAFABBnBlByBqBRBIBGBFAyAsAeAgAbAQALAIAFABAA
1301209003001,CECHCVCHB0BfBGA1AqAoAfAXAPAPAJAEAEABAAB6B5CGB6BqBPA/AuAiAcAVASAKAKAFAHABACAB
1301209003002,ByByB4BvBvBeBRA9AuAnAeAYARAQAPAFAEABACBqBwByB3BxBdBPA2AuAiAfAZARATAMAHAFAEAE
1301308001001,BzCJCDB6BpBVBPA9AzAqAaAbATAQAKAIAEACABBoCCCBB2BhBSBDA4ApAiAWAaALASAJAGACADAC
1301407001001,CPCLCDB8BjBXBDA0AtAiAdAXASAPAHAJAEAAAACICHCBB0BcBJBCAwAmAkAbAVARAPAGALADABAA
1301506001001,CDCNCQB6BnBYBNA1AsAhAWAUALALAHANAFABACCICDCRByBbBQBGAvAoAeASAXAOANAJAGAEABAB
1301605001001,CXCFCDBvBpBZBEA+AuAfAeAWATANAMAHAEACABCLCDB+BxBkBPA/AtAiAfAcASAQAPAJAHAEABAE
1301654001001,CCCXCaCFBkBPA9AzAyAkAXAWAUAOADAHAFABAACDCKCOB0BaBHA0A8AoAjAWAVAJANALAGACAAAA
1301704003001,BZBwCIB0BlBeBMBEA2ArAlAfAUASAPAMAIABAABWBpB5BvBlBcBQA8AyAoAkAaAXAVAIAJADACAA
1301704003002,B2CCCSB/BlBYBGA6AyAwAlAcAaAPANAGABABABBxB8CCBtBeBQA8AxAoAnAdASALARAIAHACADAB
1301803001001,ClCZCDBeBhBRBGA2AyAjAUATAPARAKAEACADAACeCgCCBjBdBPBBA1AlAcAXARALALALACACABAA
1301852003001,B0B4CCBtBYBPBPA7A0AuAxAXAZAQAYAGABAHADByB7B+BhBPBQBLA5AyAlAhAcAWAXAMAFAFACAA
1301852003002,B4B/B8BqBaBWBMBDA1ApAkAgAfAQAOAFADACAAB0CAB3BtBbBPBKA2AwAnAeAcARAOAKAKAFABAC
1301902003001,B7CMCIBuBVBLBKA9A0AxAnAsAXAXAVANAHABAABqB8CDBhBCBIA+A1AuAkAkAYAUAXAMAHAGAAAB
1301902003002,CECICEBtBWBWBQBCAyAnAiAbAWANAIAGAGAEACCECFB+BlBVBVBMA4ArAgAZAYAMAQAIAEACACAD
1301902003003,BcBlBwBtBdBTBJA/A2AsAlAhAdAPAPAQAGACACBcBgByBxBjBXBPBCA3AvAlAoAdAUASAKAHAGAE
1301951001001,CXCUCLB6BvBRBSA1AtAfAWAXATAOAGAGADAAAACCCJCMBhBaBbBFAxApAZAWAQAVAHAEAGAAAAAC
1302009001001,BzCDCEByBeBNBKBBAwAuAsAXAXAXAUAHAIADAAByB2B5B3BVBNBCAvArAmAoAVAhALAJAEADAEAB
1302108001001,CMCECWB2BsBVBLA0A4ApAeASAIAJAJAHAEABACCNB/CEB2BnBQBGAvAqAdAXAKALAIAEAIACABAA
1302207001001,CMCRCNB2BpBUBDA4ApApAZAUAMANAJAEADABACCICRCMB1BbBOBHAwAkAdARAUAMARAFAHADABAB
1302306001001,C0CbCJBzBZBOBAA1AqAjAYAUASARAKAFACADABClCUB/BrBYBLA4AqAiAcAVASAOAJAKAGABACAB
1302405003001,B8CFCDByBnBaBHA4AwAsAhAfAWASAIAIAFACAAB7CAB9BtBaBRBCAxAqAkAiASAQAPAMAEAHABAB
1302504003001,BmB7CFB2BgBSBIA9AzAnAgAWAOATATAJABAGAABpByCCB3BkBZBKA/A0AmAeAaAQARAQAEAEAFAA
1302504003002,B9CNCaB2BaBNBIA7AyAoAoAYAWATAPAKADABABB6CJCHBkBVBHA9AzApAgAaAYASANAKAHACABAB
1302504003003,BrBsCHBpBhBSBZA5AqArAaAaARAUARALAEADABBiBwB6B5BfBdBJA+ArAqAlAbAXAUATAKAHACAE
1302553001001,B1CLCDBcBfBcBIA6AvA0AgAgAOAWAPANAFACAACCCBCABuBNBXBFAtAvAoAXAZAVAPAKAFADADAD
1302603005001,B2BxB4BpBeBjBXBGA5AtAjAYAVAJADACADAAAABuBvB0BtBlBiBZBJA1AoAZAbAJALAEAKAEADAA
1302603005002,BtB0B3BoBlBgBTBCA4AuApATAcAGAIAHACADACBpBuB3BvBfBkBTBAA1ArAbAbARAKALAHACABAC
1302603005003,BPBTBcBVBdBmBYBMBCA0AqAeAWAWAKAKAFAEAABSBUBdBgBkBpBeBLBDA5AvAiAcAWAQAYAMABAC
1302603005004,BTBcBiBgBlBpBeBLA9AuAjAgAWAQALAGAEABAABTBZBlBlBrBtBhBOA5AxAnAlAcANAOAJAEADAD
1302603005005,BMBQBXBUBgBqBhBNA7AwAjAmAZAPAOAIAEACACBLBNBXBfBqB0BpBUBCA2AyApAdAZALAKAJAEAB
1302603005006,BsB3B7BmBbBeBeBSA9ArAgATALAJAHACACABAABpBzB9BpBfBkBmBQA4AoAdASAMAJAFAEABACAA
1302603005007,BYBaBjBeBhBiBZBLBCA2AtAcATAJAGAEADAAABBWBVBhBlBqBpBiBXBJA6AxAhAZAKAKAFAFACAB
1302603005008,BDBBBJBIBXBkBWBJBBA9A1AuAnAWAPALAIAAACA9A/BKBPBhBtBkBWBKBHA/A1ApAWAUAJAVAJAE
1302603005009,BnBlBsBwB1BqBOA/A8AxAmAVANAJAIAFADAAABBjBgBuByBzBjBRBGA/AyApAWAPALAKAEADACAB
1302603005010,BGBIBPBRBdBfBUBGBAA4A1AfAeAPASAKAFAEAABHBEBSBWBoBuBdBQBDBEA9AsAhAgAdAPANAJAG
1302603005011,A6BABMBVBkBnBUBGA/A5AuArAiASANALANABADBBA7BIBXBqBtBaBLBEBAA8AvAiAgAYAeAVAHAG
1302603005012,BEBCBJBRBiBmBcBKBAA6A7AcAhASAOAHAGACAAA5BDBHBWBlBvBkBYBOBDA7AzAuAeAPATAIADAA
